DateTime,players
2023-08-27,1369511.0
2023-08-28,1264878.0
2023-08-29,1251061.0
2023-08-30,1333931.0
2023-08-31,1256209.0
2023-09-01,1539504.0
2023-09-02,1560435.0
2023-09-03,1520172.0
2023-09-04,1435725.0
2023-09-05,1397954.0
2023-09-06,1466865.0
2023-09-07,1422726.0
2023-09-08,1423571.0
2023-09-09,1451390.0
2023-09-10,1445675.0
2023-09-11,1314021.0
2023-09-12,1295198.0
2023-09-13,1289042.0
2023-09-14,1332642.0
2023-09-15,1292697.0
2023-09-16,1390726.0
2023-09-17,1371281.0
2023-09-18,1297256.0
2023-09-19,1279756.0
2023-09-20,1323625.0
2023-09-21,1289306.0
2023-09-22,1361977.0
2023-09-23,1410713.0
2023-09-24,1361281.0
2023-09-25,1285148.0
2023-09-26,1257138.0
2023-09-27,1265615.0
2023-09-28,1471730.0
2023-09-29,1316293.0
2023-09-30,1343011.0
2023-10-01,1364939.0
2023-10-02,1192249.0
2023-10-03,1172696.0
2023-10-04,1184759.0
2023-10-05,1213265.0
2023-10-06,1269893.0
2023-10-07,1367458.0
2023-10-08,1392488.0
2023-10-09,1223144.0
2023-10-10,1187497.0
2023-10-11,1237516.0
2023-10-12,1307637.0
2023-10-13,1197785.0
2023-10-14,1277728.0
2023-10-15,1239472.0
2023-10-16,1139418.0
2023-10-17,1135102.0
2023-10-18,1140349.0
2023-10-19,1131833.0
2023-10-20,1149045.0
2023-10-21,1231067.0
2023-10-22,1233070.0
2023-10-23,1081987.0
2023-10-24,1090661.0
2023-10-25,1122355.0
2023-10-26,1108860.0
2023-10-27,1176034.0
2023-10-28,1185158.0
2023-10-29,1167615.0
2023-10-30,1070271.0
2023-10-31,1083905.0
2023-11-01,1145239.0
2023-11-02,1115470.0
2023-11-03,1121269.0
2023-11-04,1155396.0
2023-11-05,1163388.0
2023-11-06,1088579.0
2023-11-07,1061133.0
2023-11-08,1090264.0
2023-11-09,1100060.0
2023-11-10,1092487.0
2023-11-11,1114019.0
2023-11-12,1116644.0
2023-11-13,994907.0
2023-11-14,1008193.0
2023-11-15,1043494.0
2023-11-16,1025004.0
2023-11-17,1043274.0
2023-11-18,1119291.0
2023-11-19,1132853.0
2023-11-20,1026453.0
2023-11-21,1007683.0
2023-11-22,1063084.0
2023-11-23,1040369.0
2023-11-24,1047992.0
2023-11-25,1105882.0
2023-11-26,1117998.0
2023-11-27,1019260.0
2023-11-28,1040602.0
2023-11-29,1096170.0
2023-11-30,1115011.0
2023-12-01,1140158.0
2023-12-02,1216605.0
2023-12-03,1204982.0
2023-12-04,1084687.0
2023-12-05,1100896.0
2023-12-06,1144691.0
2023-12-07,1157934.0
2023-12-08,1171636.0
2023-12-09,1209268.0
2023-12-10,1177137.0
2023-12-11,1078130.0
2023-12-12,1079191.0
2023-12-13,1097253.0
2023-12-14,1072494.0
2023-12-15,1113135.0
2023-12-16,1154194.0
2023-12-17,1131621.0
2023-12-18,1062354.0
2023-12-19,1063384.0
2023-12-20,1125401.0
2023-12-21,1139270.0
2023-12-22,1178990.0
2023-12-23,1209675.0
2023-12-24,1130663.0
2023-12-25,1162508.0
2023-12-26,1096332.0
2023-12-27,1154391.0
2023-12-28,1255172.0
2023-12-29,1223737.0
2023-12-30,1197377.0
2023-12-31,1228232.0
2024-01-01,1156016.0
2024-01-02,1177113.0
2024-01-03,1213489.0
2024-01-04,1180618.0
2024-01-05,1216344.0
2024-01-06,1312422.0
2024-01-07,1210796.0
2024-01-08,1125293.0
2024-01-09,1097180.0
2024-01-10,1120666.0
2024-01-11,1113956.0
2024-01-12,1155068.0
2024-01-13,1174312.0
2024-01-14,1155457.0
2024-01-15,1015672.0
2024-01-16,1034920.0
2024-01-17,983865.0
2024-01-18,947863.0
2024-01-19,981239.0
2024-01-20,1003394.0
2024-01-21,1008813.0
2024-01-22,874727.0
2024-01-23,868187.0
2024-01-24,944712.0
2024-01-25,959501.0
2024-01-26,939403.0
2024-01-27,984175.0
2024-01-28,1017356.0
2024-01-29,953444.0
2024-01-30,938210.0
2024-01-31,988269.0
2024-02-01,962041.0
2024-02-02,959924.0
2024-02-03,1018977.0
2024-02-04,1097956.0
2024-02-05,977681.0
2024-02-06,960732.0
2024-02-07,1086164.0
2024-02-08,1018492.0
2024-02-09,929532.0
2024-02-10,1019582.0
2024-02-11,1092995.0
2024-02-12,1006600.0
2024-02-13,1021875.0
2024-02-14,1077783.0
2024-02-15,1088271.0
2024-02-16,1114321.0
2024-02-17,1227043.0
2024-02-18,1282516.0
2024-02-19,1134401.0
2024-02-20,1130995.0
2024-02-21,1212422.0
2024-02-22,1236270.0
2024-02-23,1235393.0
2024-02-24,1260109.0
2024-02-25,1345776.0
2024-02-26,1245530.0
2024-02-27,1237154.0
2024-02-28,1347519.0
2024-02-29,1294403.0
2024-03-01,1403250.0
2024-03-02,1474396.0
2024-03-03,1497245.0
2024-03-04,1384618.0
2024-03-05,1364426.0
2024-03-06,1436893.0
2024-03-07,1457077.0
2024-03-08,1481977.0
2024-03-09,1525069.0
2024-03-10,1491648.0
2024-03-11,1369331.0
2024-03-12,1365799.0
2024-03-13,1461951.0
2024-03-14,1447897.0
2024-03-15,1474990.0
2024-03-16,1490175.0
2024-03-17,1425033.0
2024-03-18,1322133.0
2024-03-19,1344997.0
2024-03-20,1438958.0
2024-03-21,1365713.0
2024-03-22,1443875.0
2024-03-23,1520809.0
2024-03-24,1521796.0
2024-03-25,1399331.0
2024-03-26,1395971.0
2024-03-27,1491977.0
2024-03-28,1449131.0
2024-03-29,1518402.0
2024-03-30,1510291.0
2024-03-31,1484422.0
2024-04-01,1491700.0
2024-04-02,1456925.0
2024-04-03,1501510.0
2024-04-04,1424575.0
2024-04-05,1446495.0
2024-04-06,1519645.0
2024-04-07,1618685.0
2024-04-08,1505107.0
2024-04-09,1490672.0
2024-04-10,1589632.0
2024-04-11,1517906.0
2024-04-12,1579906.0
2024-04-13,1588811.0
2024-04-14,1582155.0
2024-04-15,1445606.0
2024-04-16,1468403.0
2024-04-17,1536960.0
2024-04-18,1538737.0
2024-04-19,1583500.0
2024-04-20,1608680.0
2024-04-21,1607953.0
2024-04-22,1462605.0
2024-04-23,1474866.0
2024-04-24,1566469.0
2024-04-25,1519073.0
2024-04-26,1573465.0
2024-04-27,1486555.0
2024-04-28,1553740.0
2024-04-29,1471091.0
2024-04-30,1420875.0
2024-05-01,1402421.0
2024-05-02,1263426.0
2024-05-03,1318201.0
2024-05-04,1434522.0
2024-05-05,1541718.0
2024-05-06,1531973.0
2024-05-07,1505089.0
2024-05-08,1578395.0
2024-05-09,1577860.0
2024-05-10,1565302.0
2024-05-11,1631616.0
2024-05-12,1591724.0
2024-05-13,1493967.0
2024-05-14,1474621.0
2024-05-15,1541113.0
2024-05-16,1499223.0
2024-05-17,1527573.0
2024-05-18,1536647.0
2024-05-19,1486955.0
2024-05-20,1367226.0
2024-05-21,1379931.0
2024-05-22,1491906.0
2024-05-23,1406795.0
2024-05-24,1470222.0
2024-05-25,1552116.0
2024-05-26,1572094.0
2024-05-27,1510630.0
2024-05-28,1487428.0
2024-05-29,1543247.0
2024-05-30,1465460.0
2024-05-31,1516238.0
2024-06-01,1495229.0
2024-06-02,1482059.0
2024-06-03,1386955.0
2024-06-04,1429362.0
2024-06-05,1516060.0
2024-06-06,1453038.0
2024-06-07,1427586.0
2024-06-08,1436812.0
2024-06-09,1505450.0
2024-06-10,1424754.0
2024-06-11,1436682.0
2024-06-12,1435278.0
2024-06-13,1437125.0
2024-06-14,1487036.0
2024-06-15,1525896.0
2024-06-16,1490399.0
2024-06-17,1476253.0
2024-06-18,1454546.0
2024-06-19,1448469.0
2024-06-20,1432050.0
2024-06-21,1455003.0
2024-06-22,1450662.0
2024-06-23,1424599.0
2024-06-24,1394136.0
2024-06-25,1371119.0
2024-06-26,1400365.0
2024-06-27,1359253.0
2024-06-28,1393679.0
2024-06-29,1378414.0
2024-06-30,1331887.0
2024-07-01,1250233.0
2024-07-02,1252139.0
2024-07-03,1297828.0
2024-07-04,1264526.0
2024-07-05,1270554.0
2024-07-06,1285101.0
2024-07-07,1296522.0
2024-07-08,1230162.0
2024-07-09,1217932.0
2024-07-10,1262818.0
2024-07-11,1232574.0
2024-07-12,1213528.0
2024-07-13,1249292.0
2024-07-14,1276702.0
2024-07-15,1225370.0
2024-07-16,1221507.0
2024-07-17,1263684.0
2024-07-18,1239650.0
2024-07-19,1247262.0
2024-07-20,1262274.0
2024-07-21,1294446.0
2024-07-22,1242131.0
2024-07-23,1255924.0
2024-07-24,1327120.0
2024-07-25,1313419.0
2024-07-26,1283034.0
2024-07-27,1316491.0
2024-07-28,1347502.0
2024-07-29,1276869.0
2024-07-30,1269932.0
2024-07-31,1250560.0
2024-08-01,1303244.0
2024-08-02,1268934.0
2024-08-03,1273227.0
2024-08-04,1323086.0
2024-08-05,1243206.0
2024-08-06,1250645.0
2024-08-07,1309558.0
2024-08-08,1281191.0
2024-08-09,1266979.0
2024-08-10,1262700.0
2024-08-11,1334176.0
2024-08-12,1280074.0
2024-08-13,1277883.0
2024-08-14,1327873.0
2024-08-15,1280812.0
2024-08-16,1292977.0
2024-08-17,1346479.0
2024-08-18,1426478.0
2024-08-19,1368431.0
2024-08-20,1275540.0
2024-08-21,1313376.0
2024-08-22,1292063.0
2024-08-23,1291711.0
2024-08-24,1190471.0
2024-08-25,1350929.0
2024-08-26,1305855.0
2024-08-27,1302356.0
2024-08-28,1354604.0
2024-08-29,1312759.0
2024-08-30,1344645.0
2024-08-31,1382290.0
2024-09-01,1385110.0
2024-09-02,1298226.0
2024-09-03,1307869.0
2024-09-04,1374040.0
2024-09-05,1367779.0
2024-09-06,1395045.0
2024-09-07,1442034.0
2024-09-08,1468368.0
2024-09-09,1374818.0
2024-09-10,1323574.0
2024-09-11,1373950.0
2024-09-12,1354079.0
2024-09-13,1361817.0
2024-09-14,1446461.0
2024-09-15,1433661.0
2024-09-16,1363703.0
2024-09-17,1339206.0
2024-09-18,1363419.0
2024-09-19,1377496.0
2024-09-20,1420588.0
2024-09-21,1482529.0
2024-09-22,1459492.0
2024-09-23,1329523.0
2024-09-24,1357992.0
2024-09-25,1351361.0
2024-09-26,1272447.0
2024-09-27,1349267.0
2024-09-28,1357219.0
2024-09-29,1394403.0
2024-09-30,1302455.0
2024-10-01,1194809.0
2024-10-02,1223139.0
2024-10-03,1331212.0
2024-10-04,1322412.0
2024-10-05,1363110.0
2024-10-06,1462028.0
2024-10-07,1363872.0
2024-10-08,1400121.0
2024-10-09,1395317.0
2024-10-10,1346127.0
2024-10-11,1368886.0
2024-10-12,1498661.0
2024-10-13,1457406.0
2024-10-14,1354676.0
2024-10-15,1346206.0
2024-10-16,1371919.0
2024-10-17,1351930.0
2024-10-18,1395611.0
2024-10-19,1439170.0
2024-10-20,1444182.0
2024-10-21,1359117.0
2024-10-22,1366235.0
2024-10-23,1406747.0
2024-10-24,1347182.0
2024-10-25,1378151.0
2024-10-26,1387676.0
2024-10-27,1359073.0
2024-10-28,1294521.0
2024-10-29,1283825.0
2024-10-30,1297738.0
2024-10-31,1285335.0
2024-11-01,1328946.0
2024-11-02,1281517.0
2024-11-03,1406484.0
2024-11-04,1330043.0
2024-11-05,1294016.0
2024-11-06,1328386.0
2024-11-07,1257239.0
2024-11-08,1363972.0
2024-11-09,1407640.0
2024-11-10,1410855.0
2024-11-11,1351875.0
2024-11-12,1361289.0
2024-11-13,1377242.0
2024-11-14,1426228.0
2024-11-15,1458551.0
2024-11-16,1515593.0
2024-11-17,1520108.0
2024-11-18,1407642.0
2024-11-19,1402450.0
2024-11-20,1472651.0
2024-11-21,1413790.0
2024-11-22,1461437.0
2024-11-23,1544831.0
2024-11-24,1509729.0
2024-11-25,1396001.0
2024-11-26,1421173.0
2024-11-27,1502132.0
2024-11-28,1468093.0
2024-11-29,1519524.0
2024-11-30,1562206.0
2024-12-01,1504816.0
2024-12-02,1400885.0
2024-12-03,1409253.0
2024-12-04,1509212.0
2024-12-05,1466462.0
2024-12-06,1452858.0
2024-12-07,1579404.0
2024-12-08,1595470.0
2024-12-09,1460230.0
2024-12-10,1460550.0
2024-12-11,1527145.0
2024-12-12,1465724.0
2024-12-13,1526321.0
2024-12-14,1657562.0
2024-12-15,1740261.0
2024-12-16,1551739.0
2024-12-17,1540968.0
2024-12-18,1589645.0
2024-12-19,1585721.0
2024-12-20,1607321.0
2024-12-21,1642877.0
2024-12-22,1644277.0
2024-12-23,1538990.0
2024-12-24,1557307.0
2024-12-25,1605303.0
2024-12-26,1603329.0
2024-12-27,1626764.0
2024-12-28,1606682.0
2024-12-29,1570715.0
2024-12-30,1513017.0
2024-12-31,1377913.0
2025-01-01,1463898.0
2025-01-02,1484390.0
2025-01-03,1570385.0
2025-01-04,1604641.0
2025-01-05,1539232.0
2025-01-06,1463868.0
2025-01-07,1391550.0
2025-01-08,1475839.0
2025-01-09,1370037.0
2025-01-10,1388160.0
2025-01-11,1489929.0
2025-01-12,1496558.0
2025-01-13,1332229.0
2025-01-14,1296535.0
2025-01-15,1374385.0
2025-01-16,1320308.0
2025-01-17,1352447.0
2025-01-18,1419675.0
2025-01-19,1468200.0
2025-01-20,1311540.0
2025-01-21,1309889.0
2025-01-22,1379229.0
2025-01-23,1350892.0
2025-01-24,1352579.0
2025-01-25,1451858.0
2025-01-26,1485840.0
2025-01-27,1270307.0
2025-01-28,1158622.0
2025-01-29,1269900.0
2025-01-30,1257798.0
2025-01-31,1303443.0
2025-02-01,1386275.0
2025-02-02,1461496.0
2025-02-03,1287653.0
2025-02-04,1326324.0
2025-02-05,1459288.0
2025-02-06,1441230.0
2025-02-07,1448632.0
2025-02-08,1568512.0
2025-02-09,1610578.0
2025-02-10,1429363.0
2025-02-11,1475047.0
2025-02-12,1522937.0
2025-02-13,1466877.0
2025-02-14,1476938.0
2025-02-15,1659634.0
2025-02-16,1744015.0
2025-02-17,1553490.0
2025-02-18,1580514.0
2025-02-19,1622938.0
2025-02-20,1587732.0
2025-02-21,1629116.0
2025-02-22,1734886.0
2025-02-23,1788017.0
2025-02-24,1613600.0
2025-02-25,1623619.0
2025-02-26,1702887.0
2025-02-27,1641349.0
2025-02-28,1720092.0
2025-03-01,1789374.0
2025-03-02,1751214.0
2025-03-03,1578387.0
2025-03-04,1599941.0
2025-03-05,1726626.0
2025-03-06,1649760.0
2025-03-07,1707845.0
2025-03-08,1719838.0
2025-03-09,1767686.0
2025-03-10,1601186.0
2025-03-11,1615275.0
2025-03-12,1724278.0
2025-03-13,1671174.0
2025-03-14,1737935.0
2025-03-15,1824989.0
2025-03-16,1818519.0
2025-03-17,1636653.0
2025-03-18,1643093.0
2025-03-19,1718439.0
2025-03-20,1635608.0
2025-03-21,1731542.0
2025-03-22,1816812.0
2025-03-23,1814524.0
2025-03-24,1624732.0
2025-03-25,1667846.0
2025-03-26,1754642.0
2025-03-27,1677940.0
2025-03-28,1772677.0
2025-03-29,1793802.0
2025-03-30,1801715.0
2025-03-31,1662732.0
2025-04-01,1781759.0
2025-04-02,1811827.0
2025-04-03,1690784.0
2025-04-04,1623705.0
2025-04-05,1686886.0
2025-04-06,1808182.0
2025-04-07,1651281.0
2025-04-08,1668227.0
2025-04-09,1809155.0
2025-04-10,1690171.0
2025-04-11,1813414.0
2025-04-12,1862531.0
2025-04-13,1748467.0
2025-04-14,1591401.0
2025-04-15,1605063.0
2025-04-16,1776391.0
2025-04-17,1653275.0
2025-04-18,1764151.0
2025-04-19,1736813.0
2025-04-20,1661919.0
2025-04-21,1670281.0
2025-04-22,1625546.0
2025-04-23,1756874.0
2025-04-24,1665339.0
2025-04-25,1776196.0
2025-04-26,1758338.0
2025-04-27,1772252.0
2025-04-28,1590008.0
2025-04-29,1578375.0
2025-04-30,1620905.0
2025-05-01,1489568.0
2025-05-02,1426843.0
2025-05-03,1439573.0
2025-05-04,1578209.0
2025-05-05,1506418.0
2025-05-06,1545603.0
2025-05-07,1691216.0
2025-05-08,1640423.0
2025-05-09,1669491.0
2025-05-10,1684061.0
2025-05-11,1660219.0
2025-05-12,1530261.0
2025-05-13,1548090.0
2025-05-14,1689405.0
2025-05-15,1573711.0
2025-05-16,1648396.0
2025-05-17,1700038.0
2025-05-18,1692016.0
2025-05-19,1621288.0
2025-05-20,1566374.0
2025-05-21,1663831.0
2025-05-22,1654387.0
2025-05-23,1719292.0
2025-05-24,1722301.0
2025-05-25,1691941.0
2025-05-26,1571409.0
2025-05-27,1606237.0
2025-05-28,1692166.0
2025-05-29,1636709.0
2025-05-30,1631776.0
2025-05-31,1547936.0
2025-06-01,1578694.0
2025-06-02,1497388.0
2025-06-03,1543256.0
2025-06-04,1664047.0
2025-06-05,1617900.0
2025-06-06,1636311.0
2025-06-07,1718203.0
2025-06-08,1666283.0
2025-06-09,1617896.0
2025-06-10,1578693.0
2025-06-11,1732079.0
2025-06-12,1602635.0
2025-06-13,1600791.0
2025-06-14,1631909.0
2025-06-15,1621013.0
2025-06-16,1553991.0
2025-06-17,1530442.0
2025-06-18,1622443.0
2025-06-19,1547159.0
2025-06-20,1550282.0
2025-06-21,1559679.0
2025-06-22,1584464.0
2025-06-23,1444926.0
2025-06-24,1443478.0
2025-06-25,1570532.0
2025-06-26,1465953.0
2025-06-27,1479775.0
2025-06-28,1457477.0
2025-06-29,1463795.0
2025-06-30,1359901.0
2025-07-01,1363619.0
2025-07-02,1427970.0
2025-07-03,1392864.0
2025-07-04,1363137.0
2025-07-05,1394283.0
2025-07-06,1424518.0
2025-07-07,1316550.0
2025-07-08,1324912.0
2025-07-09,1415636.0
2025-07-10,1354959.0
2025-07-11,1295904.0
2025-07-12,1326873.0
2025-07-13,1366769.0
2025-07-14,1287998.0
2025-07-15,1274843.0
2025-07-16,1385529.0
2025-07-17,1334627.0
2025-07-18,1287216.0
2025-07-19,1271662.0
2025-07-20,1305403.0
2025-07-21,1301624.0
2025-07-22,1301950.0
2025-07-23,1433826.0
2025-07-24,1346164.0
2025-07-25,1350040.0
2025-07-26,1309341.0
2025-07-27,1366269.0
2025-07-28,1291036.0
2025-07-29,1250081.0
2025-07-30,1412846.0
2025-07-31,1316325.0
2025-08-01,1263878.0
2025-08-02,1255626.0
2025-08-03,1333049.0
2025-08-04,1298608.0
2025-08-05,1295851.0
2025-08-06,1389306.0
2025-08-07,1326168.0
2025-08-08,1296612.0
2025-08-09,1293633.0
2025-08-10,1333518.0
2025-08-11,1282394.0
2025-08-12,1235446.0
2025-08-13,1372657.0
2025-08-14,1291475.0
2025-08-15,1306994.0
2025-08-16,1338399.0
2025-08-17,1390163.0
2025-08-18,1344239.0
2025-08-19,1343689.0
2025-08-20,1411898.0
2025-08-21,1378344.0
2025-08-22,1383087.0
2025-08-23,1397611.0
2025-08-24,1491473.0
2025-08-25,1403634.0
2025-08-26,1392601.0
2025-08-27,1505419.0
2025-08-28,1427565.0
2025-08-29,1405821.0
2025-08-30,1483297.0
2025-08-31,1468696.0
2025-09-01,1371610.0
2025-09-02,1364584.0
2025-09-03,1484787.0
2025-09-04,1396075.0
2025-09-05,1431940.0
2025-09-06,1516347.0
2025-09-07,1498141.0
2025-09-08,1383056.0
2025-09-09,1396898.0
2025-09-10,1528765.0
2025-09-11,1465377.0
2025-09-12,1479362.0
2025-09-13,1522919.0
2025-09-14,1510613.0
2025-09-15,1394163.0
2025-09-16,1397366.0
2025-09-17,1574752.0
2025-09-18,1456086.0
2025-09-19,1477189.0
2025-09-20,1512900.0
2025-09-21,1530847.0
2025-09-22,1376827.0
2025-09-23,1410279.0
2025-09-24,1562493.0
2025-09-25,1392494.0
2025-09-26,1441483.0
2025-09-27,1437094.0
2025-09-28,1487559.0
2025-09-29,1304518.0
2025-09-30,1301054.0
2025-10-01,1361379.0
2025-10-02,1272142.0
2025-10-03,1286010.0
2025-10-04,1312089.0
2025-10-05,1389582.0
2025-10-06,1262400.0
2025-10-07,1254130.0
2025-10-08,1449843.0
2025-10-09,1387791.0
2025-10-10,1381046.0
2025-10-11,1529240.0
2025-10-12,1558375.0
2025-10-13,1396478.0
2025-10-14,1362252.0
2025-10-15,1524220.0
2025-10-16,1419510.0
2025-10-17,1499747.0
2025-10-18,1510229.0
2025-10-19,1509635.0
2025-10-20,1335181.0
2025-10-21,1351838.0
2025-10-22,1512394.0
2025-10-23,1542578.0
2025-10-24,1550265.0
2025-10-25,1595852.0
2025-10-26,1586964.0
2025-10-27,1386128.0
2025-10-28,1398286.0
2025-10-29,1517971.0
2025-10-30,1473556.0
2025-10-31,1504683.0
2025-11-01,1542163.0
2025-11-02,1533453.0
2025-11-03,1401017.0
2025-11-04,1448350.0
2025-11-05,1480637.0
2025-11-06,1456653.0
2025-11-07,1532312.0
2025-11-08,1614563.0
2025-11-09,1578565.0
2025-11-10,1406164.0
2025-11-11,1406307.0
2025-11-12,1533502.0
2025-11-13,1430953.0
2025-11-14,1487542.0
2025-11-15,1609136.0
2025-11-16,1624130.0
2025-11-17,1400629.0
2025-11-18,1391109.0
2025-11-19,1516060.0
2025-11-20,1417630.0
2025-11-21,1476356.0
2025-11-22,1540564.0
2025-11-23,1516205.0
2025-11-24,1323834.0
2025-11-25,1330302.0
2025-11-26,1433146.0
2025-11-27,1370509.0
2025-11-28,1441083.0
2025-11-29,1456347.0
2025-11-30,1492258.0
2025-12-01,1305597.0
2025-12-02,1284819.0
2025-12-03,1504872.0
2025-12-04,1320427.0
2025-12-05,1404973.0
2025-12-06,1479696.0
2025-12-07,1470848.0
2025-12-08,1320792.0
2025-12-09,1339347.0
2025-12-10,1411377.0
2025-12-11,1387258.0
2025-12-12,1464246.0
2025-12-13,1587758.0
