date,usdtry_z,bist100_z,stress_index_z,steam_players_z,usdtry_lag1,usdtry_lag2,usdtry_roll3,time_index,crisis_period,usdtry_x_crisis,target
2024-01-31,-0.2843815588788704,-0.3766694924597519,-0.8253665987116402,-1.824935999090624,-0.4198781684275597,-0.4761431998942832,-0.39346764240023774,12,0,-0.0,-1.0800015097423004
2024-02-29,-0.1773388755820606,0.1753667042801794,-0.3758877248804213,-1.4547253157961526,-0.2843815588788704,-0.4198781684275597,-0.2938662009628302,13,0,-0.0,-0.8503044576505943
2024-03-31,-0.0008216788348569,0.1156589080755267,1.0201407773718352,0.3575238782121503,-0.1773388755820606,-0.2843815588788704,-0.1541807044319293,14,0,-0.0,-0.5631831425359617
2024-04-30,0.042528525510904,0.4240146157676367,0.9989888303680138,0.7962845393821806,-0.0008216788348569,-0.1773388755820606,-0.0452106763020045,15,0,0.0,-0.3526275114518976
2024-05-31,0.0283689819831045,0.8544425710408332,-0.5080873936543091,0.6335701767940521,0.042528525510904,-0.0008216788348569,0.023358609553050535,16,0,0.0,-0.8311630366429523
2024-06-30,0.0727146783152146,0.8518969198834359,1.3585719294329888,0.3242713313119182,0.0283689819831045,0.042528525510904,0.04787072860307436,17,0,0.0,0.0952817401269298
2024-07-31,0.11766081189387,1.0693183430656064,-0.8518065324664177,-0.6546976323054128,0.0727146783152146,0.0283689819831045,0.07291482406406304,18,0,0.0,-0.2377789854060445
2024-08-31,0.227233249347997,0.604029428988117,0.6023898240463499,-0.4352133515023652,0.11766081189387,0.0727146783152146,0.13920291318569386,19,0,0.0,-0.2760618274213292
2024-09-30,0.2796206509790063,0.5313544114787838,0.491342102276284,-0.0379046635142897,0.227233249347997,0.11766081189387,0.2081715707402911,20,0,0.0,-0.3487992272503694
2024-10-31,0.306675191140456,0.0975847272379409,-1.0368860687498611,-0.1122842459923953,0.2796206509790063,0.227233249347997,0.27117636382248644,21,0,0.0,-0.4483346164901087
2024-11-30,0.3315441969638768,0.263515774302217,0.4966300890272392,0.203336775501558,0.306675191140456,0.2796206509790063,0.3059466796944464,22,0,0.0,0.164190855754441
2024-12-31,0.406478847711799,0.5926533886442332,2.0777381275629403,0.9365645949056836,0.3315441969638768,0.306675191140456,0.34823274527204395,23,0,0.0,0.6159283915347966
2025-01-31,0.4856211497298311,0.6203736397828991,-1.0104461349950833,0.0724303548234996,0.406478847711799,0.3315441969638768,0.407881398135169,24,0,0.0,1.21696901117476
2025-02-28,0.5770723281748301,0.5134306995733119,-0.6402870624281972,0.9937121280113204,0.4856211497298311,0.406478847711799,0.48972410853882015,25,0,0.0,1.810353062411667
2025-03-31,0.7039914274116462,0.6874478341181984,0.2586706852342409,1.8746575150050315,0.5770723281748301,0.4856211497298311,0.5888949684387691,26,0,0.0,1.7950399256055534
2025-04-30,0.8499362615058876,0.3113681748786334,-0.5874071949186419,1.860186574237757,0.7039914274116462,0.5770723281748301,0.7103333390307881,27,1,0.8499362615058876,1.0446962221059806
2025-05-31,0.944335176510616,0.3103018483465578,-0.1379283210874229,1.3252262975858384,0.8499362615058876,0.7039914274116462,0.83275428847605,28,1,0.944335176510616,0.4513121708690735
2025-06-30,1.0325208911195218,0.3221447954037114,1.5066355584597435,1.04422715052628,0.944335176510616,0.8499362615058876,0.9422641097120085,29,1,1.0325208911195218,1.4122115054527098
2025-07-31,1.142206152512922,0.8202381021835247,-1.5128048763358577,-0.2225555464023683,1.0325208911195218,0.944335176510616,1.0396874067143533,30,1,1.142206152512922,0.7001506439684215
2025-08-31,1.2269686764227898,1.169081721149016,-0.6085591419224639,-0.1224097694931899,1.142206152512922,1.0325208911195218,1.1338985733517444,31,1,1.2269686764227898,0.3862313394430906
2025-09-30,1.2954180908113115,1.1110893707938805,-0.8782464662211955,0.3749211391998049,1.2269686764227898,1.142206152512922,1.2215309732490078,32,1,1.2954180908113115,-0.0463647753296231
2025-10-31,1.366861531648588,0.9802983810030896,-1.221965605033304,0.29561069089859,1.2954180908113115,1.2269686764227898,1.296416099627563,33,1,1.366861531648588,1.2935346952053284
2025-11-30,1.4286164831257766,1.0518537505491077,0.5971018372953947,0.5233922262948177,1.366861531648588,1.2954180908113115,1.3636320351952254,34,1,1.4286164831257766,1.82566619921778
2025-12-31,1.4815873391100094,1.2426222652884706,-0.4552075261447541,0.5477912682403723,1.4286164831257766,1.366861531648588,1.4256884512947916,35,1,1.4815873391100094,1.427524642258824
